,Airline_Mentioned,Attribute_Mentioned
19465,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'food_beverage', 'monetary_values']"
19466,['british_airway'],"['customer_service', 'food_beverage', 'check-in_boarding', 'comfort', 'monetary_values']"
19467,['british_airway'],"['check-in_boarding', 'monetary_values', 'comfort']"
19468,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'comfort', 'monetary_values']"
19469,['british_airway'],"['check-in_boarding', 'monetary_values', 'cleanliness', 'customer_service']"
19470,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort', 'food_beverage']"
19471,['british_airway'],"['food_beverage', 'check-in_boarding', 'monetary_values']"
19472,"['british_airway', 'emirates_airline']","['customer_service', 'comfort', 'food_beverage']"
19473,['british_airway'],"['check-in_boarding', 'monetary_values', 'comfort', 'customer_service', 'food_beverage']"
19474,['british_airway'],"['check-in_boarding', 'customer_service']"
19475,['british_airway'],"['check-in_boarding', 'comfort', 'monetary_values', 'in-flight_entertainment', 'customer_service']"
19476,['british_airway'],"['customer_service', 'food_beverage', 'monetary_values']"
19477,['british_airway'],"['check-in_boarding', 'food_beverage', 'customer_service', 'comfort', 'in-flight_entertainment']"
19478,['british_airway'],"['monetary_values', 'comfort', 'check-in_boarding', 'food_beverage', 'customer_service']"
19479,['british_airway'],"['comfort', 'check-in_boarding']"
19480,['british_airway'],"['customer_service', 'check-in_boarding', 'comfort', 'monetary_values']"
19481,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service', 'cleanliness', 'in-flight_entertainment']"
19482,['british_airway'],"['customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19483,['british_airway'],"['comfort', 'in-flight_entertainment']"
19484,['british_airway'],"['comfort', 'customer_service', 'food_beverage']"
19485,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values']"
19486,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding', 'in-flight_entertainment', 'food_beverage']"
19487,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort', 'in-flight_entertainment', 'food_beverage']"
19488,['british_airway'],"['in-flight_entertainment', 'check-in_boarding', 'comfort', 'customer_service']"
19489,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19490,['british_airway'],"['check-in_boarding', 'monetary_values']"
19491,['british_airway'],"['customer_service', 'in-flight_entertainment']"
19492,['british_airway'],"['monetary_values', 'food_beverage', 'customer_service', 'comfort', 'check-in_boarding', 'in-flight_entertainment']"
19493,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage']"
19494,['british_airway'],"['customer_service', 'check-in_boarding', 'comfort', 'monetary_values']"
19495,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'comfort']"
19496,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service', 'cleanliness']"
19497,"['british_airway', 'american_airline']","['monetary_values', 'customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19498,"['british_airway', 'ryanair']","['customer_service', 'monetary_values', 'comfort']"
19499,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values']"
19500,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'cleanliness', 'food_beverage']"
19501,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort']"
19502,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values']"
19503,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'in-flight_entertainment']"
19504,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage']"
19505,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service']"
19506,['british_airway'],"['monetary_values', 'customer_service', 'food_beverage', 'check-in_boarding', 'comfort']"
19507,['british_airway'],"['monetary_values', 'customer_service', 'check-in_boarding', 'comfort', 'food_beverage']"
19508,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service', 'comfort']"
19509,['british_airway'],"['comfort', 'check-in_boarding', 'food_beverage', 'monetary_values']"
19510,['british_airway'],"['in-flight_entertainment', 'food_beverage', 'comfort', 'monetary_values']"
19511,['british_airway'],"['monetary_values', 'food_beverage', 'customer_service', 'comfort', 'in-flight_entertainment']"
19512,['british_airway'],"['comfort', 'customer_service', 'monetary_values', 'food_beverage', 'in-flight_entertainment', 'cleanliness', 'check-in_boarding']"
19513,['british_airway'],"['monetary_values', 'customer_service', 'check-in_boarding']"
19514,['british_airway'],"['customer_service', 'food_beverage', 'monetary_values', 'comfort', 'check-in_boarding']"
19515,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'food_beverage', 'check-in_boarding', 'in-flight_entertainment']"
19516,['british_airway'],"['in-flight_entertainment', 'customer_service', 'check-in_boarding']"
19517,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'cleanliness']"
19518,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values', 'food_beverage']"
19519,['british_airway'],"['comfort', 'monetary_values', 'check-in_boarding']"
19520,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage']"
19521,['british_airway'],"['monetary_values', 'food_beverage', 'check-in_boarding', 'customer_service']"
19522,['british_airway'],"['monetary_values', 'check-in_boarding', 'food_beverage']"
19523,['british_airway'],"['customer_service', 'food_beverage', 'comfort', 'check-in_boarding']"
19524,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service', 'food_beverage', 'comfort', 'in-flight_entertainment']"
19525,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
19526,['british_airway'],"['monetary_values', 'customer_service', 'check-in_boarding', 'comfort', 'food_beverage', 'in-flight_entertainment']"
19527,['british_airway'],"['customer_service', 'food_beverage', 'check-in_boarding']"
19528,['british_airway'],"['customer_service', 'food_beverage', 'comfort', 'in-flight_entertainment', 'check-in_boarding']"
19529,['british_airway'],"['cleanliness', 'check-in_boarding', 'customer_service', 'food_beverage']"
19530,"['british_airway', 'air_canada']","['in-flight_entertainment', 'customer_service', 'food_beverage', 'comfort', 'check-in_boarding', 'monetary_values']"
19531,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'monetary_values']"
19532,['british_airway'],"['comfort', 'check-in_boarding', 'customer_service', 'monetary_values']"
19533,['british_airway'],"['in-flight_entertainment', 'food_beverage', 'comfort']"
19534,['british_airway'],"['comfort', 'customer_service', 'food_beverage', 'check-in_boarding']"
19535,['british_airway'],"['food_beverage', 'in-flight_entertainment']"
19536,['british_airway'],"['monetary_values', 'comfort', 'food_beverage', 'customer_service']"
19537,['british_airway'],"['monetary_values', 'comfort', 'customer_service', 'food_beverage', 'check-in_boarding']"
19538,['british_airway'],"['comfort', 'check-in_boarding', 'customer_service', 'food_beverage']"
19539,['british_airway'],"['check-in_boarding', 'food_beverage', 'comfort', 'in-flight_entertainment', 'customer_service']"
19540,['british_airway'],"['comfort', 'in-flight_entertainment', 'food_beverage', 'monetary_values', 'customer_service', 'check-in_boarding', 'cleanliness']"
19541,['british_airway'],"['customer_service', 'food_beverage', 'monetary_values', 'check-in_boarding', 'in-flight_entertainment']"
19542,['british_airway'],"['check-in_boarding', 'monetary_values', 'cleanliness', 'comfort', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19543,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'in-flight_entertainment', 'food_beverage']"
19544,['british_airway'],"['check-in_boarding', 'in-flight_entertainment', 'comfort', 'food_beverage']"
19545,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19546,['british_airway'],"['check-in_boarding', 'food_beverage', 'comfort', 'customer_service']"
19547,['british_airway'],"['check-in_boarding', 'monetary_values']"
19548,['british_airway'],"['customer_service', 'food_beverage']"
19549,['british_airway'],"['in-flight_entertainment', 'food_beverage', 'customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
19550,['british_airway'],"['customer_service', 'food_beverage', 'cleanliness', 'in-flight_entertainment', 'check-in_boarding', 'monetary_values']"
19551,['british_airway'],"['comfort', 'food_beverage', 'check-in_boarding']"
19552,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort', 'monetary_values']"
19553,['british_airway'],"['customer_service', 'food_beverage', 'comfort', 'monetary_values', 'check-in_boarding']"
19554,['british_airway'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service', 'food_beverage']"
19555,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service']"
19556,['british_airway'],"['in-flight_entertainment', 'food_beverage', 'check-in_boarding', 'monetary_values', 'customer_service', 'comfort']"
19557,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19558,['british_airway'],"['customer_service', 'check-in_boarding', 'comfort']"
19559,['british_airway'],"['customer_service', 'food_beverage', 'monetary_values', 'comfort', 'check-in_boarding']"
19560,['british_airway'],"['check-in_boarding', 'comfort']"
19561,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service']"
19562,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values']"
19563,['british_airway'],"['customer_service', 'food_beverage', 'comfort', 'check-in_boarding']"
19564,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'check-in_boarding', 'food_beverage']"
19565,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage', 'in-flight_entertainment', 'monetary_values']"
19566,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'comfort']"
19567,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values']"
19568,['british_airway'],"['check-in_boarding', 'in-flight_entertainment', 'food_beverage', 'customer_service']"
19569,['british_airway'],"['customer_service', 'comfort', 'food_beverage']"
19570,['british_airway'],"['check-in_boarding', 'customer_service']"
19571,['british_airway'],"['comfort', 'check-in_boarding', 'customer_service', 'monetary_values', 'cleanliness', 'in-flight_entertainment']"
19572,['british_airway'],"['comfort', 'check-in_boarding']"
19573,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort']"
19574,['british_airway'],"['check-in_boarding', 'monetary_values', 'comfort', 'customer_service', 'food_beverage']"
19575,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort']"
19576,['british_airway'],"['food_beverage', 'comfort']"
19577,['british_airway'],"['check-in_boarding', 'customer_service', 'cleanliness', 'monetary_values']"
19578,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'food_beverage', 'in-flight_entertainment', 'comfort']"
19579,['british_airway'],"['in-flight_entertainment', 'food_beverage', 'check-in_boarding', 'comfort', 'customer_service']"
19580,"['british_airway', 'emirates_airline', 'spirit_airline']","['check-in_boarding', 'customer_service', 'comfort', 'monetary_values', 'in-flight_entertainment', 'food_beverage', 'cleanliness']"
19581,['british_airway'],['check-in_boarding']
19582,['british_airway'],"['check-in_boarding', 'monetary_values']"
19583,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values']"
19584,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service']"
19585,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'in-flight_entertainment']"
19586,['british_airway'],"['comfort', 'customer_service', 'food_beverage', 'check-in_boarding']"
19587,['british_airway'],"['comfort', 'check-in_boarding', 'customer_service', 'in-flight_entertainment', 'food_beverage']"
19588,['british_airway'],"['food_beverage', 'check-in_boarding']"
19589,['british_airway'],"['check-in_boarding', 'customer_service', 'cleanliness']"
19590,['british_airway'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort', 'food_beverage']"
19591,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort']"
19592,['british_airway'],"['customer_service', 'check-in_boarding']"
19593,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding', 'monetary_values']"
